id,run_id,goal,summary,tags,score,created_at
1330,,Advisor decision for: hello world web,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T16:58:19.102212
1331,,Advisor decision for: evaluation memory feedback smoke,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T16:58:31.772120
1332,,Advisor decision for: hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T16:58:55.067625
1333,,Advisor decision for: email me at test@example.com with key sk-abc1234567890xxxxx,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T16:59:09.167451
1334,,Exportable,S,x,0.1,2025-10-30T16:59:29.727533
1335,,Advisor decision for: Write a testable function; add unit tests,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T16:59:40.714796
1336,,Build FastAPI,web,"fastapi,web",,2025-10-30T16:59:40.763354
1337,,Write CLI,cli,cli,,2025-10-30T16:59:40.770353
1338,,Web App,build app,web,,2025-10-30T16:59:40.794751
1339,,CLI Tool,command line,cli,,2025-10-30T16:59:40.801750
1340,10101,Web app with FastAPI,web api ok,"fastapi,web",0.5,2025-10-30T16:59:40.829327
1341,20202,FastAPI dashboard,dashboard ok,"fastapi,dashboard",0.7,2025-10-30T16:59:40.836347
1342,,Advisor decision for: How to scaffold a repo and add CI,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:00:13.099174
1344,,CLI app,ok,cli,,2025-10-30T17:00:13.546530
1345,,Advisor decision for: plan something,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:00:27.213197
1346,,Advisor decision for: autolearn smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:00:48.405329
1347,,Advisor decision for: autolearn smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:01:03.861659
1348,,Advisor decision (run 551),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:01:03.871269
1349,,Advisor decision for: autolearn smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:01:17.163855
1350,,Advisor decision for: history endpoint smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:01:29.480099
1351,,Advisor decision for: history endpoint smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:01:43.576576
1352,,Advisor decision (run 552),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:01:43.584176
1353,,Advisor decision for: history endpoint smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:01:58.491397
1354,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:02:12.517191
1355,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:02:27.171327
1356,,Advisor decision (run 553),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:02:27.177524
1357,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:02:41.000628
1358,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:03:01.710877
1359,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:03:18.196914
1360,553,create sample app then improve,no-op,"orchestrator,autolearn,create,sample,app,then,improve",,2025-10-30T17:03:25.155514
1361,,Advisor decision for: hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:03:37.320897
1362,,Advisor decision for: retry test goal,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:03:51.795876
1363,,Advisor decision for: retry test goal,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:04:03.674118
1364,,Advisor decision (run 554),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:04:03.684303
1365,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:04:22.421804
1366,554,retry test goal,ok,"orchestrator,autolearn,retry,test,goal",,2025-10-30T17:04:23.482700
1367,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:04:45.856904
1368,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:04:58.290941
1369,,Advisor decision (run 555),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:04:58.300934
1370,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:05:11.420671
1371,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:05:23.524822
1372,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:05:38.704252
1373,,Advisor decision for: build a minimal hello-world app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:05:50.284688
1374,,Advisor decision for: build a minimal hello-world app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:06:14.321889
1375,,Advisor decision (run 556),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:06:14.329137
1376,,Advisor decision for: build a minimal hello-world app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:06:27.912779
1377,,Advisor decision for: steps+summary check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:06:41.135123
1378,,Advisor decision for: steps+summary check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:06:56.030205
1379,,Advisor decision (run 557),local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:06:56.036228
1380,,Advisor decision for: steps+summary check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:07:10.858828
1381,,Advisor decision for: Set up a new repo; write README; add CI,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:07:23.240358
1382,,Advisor decision for: Write tests,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:07:37.033894
1383,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:09:16.219002
1384,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:09:27.887822
1385,,Advisor decision (run 558),local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:09:27.895058
1386,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:09:44.244039
1387,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:09:58.406751
1388,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:10:20.010556
1389,,Advisor decision (run 559),local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:10:20.017557
1390,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:10:34.933377
1391,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:10:46.561766
1392,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:11:01.722359
1393,,Advisor decision for: export test,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:11:18.050601
1394,,Advisor decision for: export test,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:11:30.765664
1395,,Advisor decision (run 560),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:11:30.772325
1396,,Advisor decision for: export test,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:11:44.318873
1397,,Advisor decision for: write python code then test it,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:11:57.999241
1398,,Advisor decision for: hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:12:11.450061
1399,,Advisor decision for: create a tiny script and print hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:12:23.787827
1400,,Advisor decision for: halt after failure,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:12:37.569881
1401,,Advisor decision for: halt after failure,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:12:49.674080
1402,,Advisor decision (run 561),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:12:49.681056
1403,,Advisor decision for: ws runs,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:13:16.501363
1404,,Advisor decision for: ws runs,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:13:28.340587
1405,,Advisor decision (run 562),local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:13:28.348766
1406,,Advisor decision for: ws runs,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:13:44.076044
1407,,Advisor decision for: ws logs,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:13:58.472966
1408,,Advisor decision for: ws logs,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:14:12.468994
1409,,Advisor decision (run 563),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:14:12.477829
1410,,Advisor decision for: ws logs,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:14:25.235591
1411,,Advisor decision for: build fastapi app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:18:23.655606
1412,,Advisor decision for: build fastapi app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:18:35.364365
1413,,Advisor decision for: analytics smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:18:48.460859
1414,,Advisor decision for: analytics smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:19:01.307557
1415,,Advisor decision (run 564),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:19:01.315567
1416,,Advisor decision for: analytics smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:19:12.580919
1417,,Advisor decision for: feedback smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:19:31.966961
1418,,Advisor decision for: feedback smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:19:44.125022
1419,,Advisor decision (run 565),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:19:44.131022
1420,,Advisor decision for: feedback smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:19:57.683011
1421,,bridge_chat session=conv-1,"JoJo Bridge (mock):
You said: Please remember my project path C:/Users/Alice/Dev/secret

Context considered:
[1308] JoJo Bridge (mock):
You said: Summarize this: FastAPI is great.

Context considered:
[1307] JoJo Bridge (mock):
You said: my openai key is sk-ABCDEF1234567890XYZ and home C:\Users\Bob\Docs

Context considered:
[1306] JoJo Bridge (mock):
You said: hello world

Context considered:
[884","bridge,chat,gpt-5",,2025-10-30T17:19:57.787993
1422,,bridge_chat session=conv-ctx,"JoJo Bridge (mock):
You said: fastapi memory context

Context considered:
[1380] local/qwen2.5:1.5b (memory)
[1379] local/qwen2.5:1.5b (memory)
[1378] local/qwen2.5:1.5b (memory)
[1377] local/qwen2.5:1.5b (memory)
[1341] dashboard ok","bridge,chat,gpt-5",,2025-10-30T17:19:57.839894
1423,,bridge_chat session=conv-2,"JoJo Bridge (mock):
You said: hello world

Context considered:
[1421] JoJo Bridge (mock):
You said: Please remember my project path C:/Users/Alice/Dev/secret

Context considered:
[1308] JoJo Bridge (mock):
You said: Summarize this: FastAPI is great.

Context considered:
[1307] JoJo Bridge (mock):
You said: my openai key is sk-ABCDEF1234567890XYZ and home C:\Users\Bob\Docs

Context considered:
[130","bridge,chat,gpt-5",,2025-10-30T17:19:57.915923
1424,,bridge_chat session=conv-3,"JoJo Bridge (mock):
You said: my openai key is sk-ABCDEF1234567890XYZ and home C:\Users\Bob\Docs

Context considered:
[1423] JoJo Bridge (mock):
You said: hello world

Context considered:
[1421] JoJo Bridge (mock):
You said: Please remember my project path C:/Users/Alice/Dev/secret

Context considered:
[1308] JoJo Bridge (mock):
You said: Summarize this: FastAPI is great.

Context considered:
[130","bridge,chat,gpt-5",,2025-10-30T17:19:57.997534
1425,,bridge_chat session=conv-5,"JoJo Bridge (mock):
You said: Summarize this: FastAPI is great.

Context considered:
[1424] JoJo Bridge (mock):
You said: my openai key is sk-ABCDEF1234567890XYZ and home C:\Users\Bob\Docs

Context considered:
[1423] JoJo Bridge (mock):
You said: hello world

Context considered:
[1421] JoJo Bridge (mock):
You said: Please remember my project path C:/Users/Alice/Dev/secret

Context considered:
[130","bridge,chat,gpt-5",,2025-10-30T17:19:58.065356
1426,,Advisor decision for: builder feedback memory check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:20:11.088930
1427,,Advisor decision for: builder feedback memory check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:20:24.046980
1428,,Advisor decision for: hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:20:35.753153
1429,,Advisor decision for: another goal,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:20:47.928180
1430,,Advisor decision for: builder should improve score by re-run,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:20:59.705257
1431,,Advisor decision for: builder should improve score by re-run,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:21:18.160395
1432,55501,Build web,ok,web,,2025-10-30T17:21:18.213414
1433,,Another web,ok,web,,2025-10-30T17:21:18.247212
1434,,Advisor decision for: dashboard-runs smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:21:33.093987
1435,,Advisor decision for: dashboard-runs smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:21:45.701659
1436,,Advisor decision (run 566),local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:21:45.711651
1437,,Advisor decision for: dashboard-runs smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:21:58.058391
1438,,Advisor decision for: dashboard-summary smoke,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:22:15.571771
1439,,Advisor decision for: dashboard-summary smoke,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:22:32.496496
1440,,Advisor decision (run 567),local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:22:32.503950
1441,,Advisor decision for: dashboard-summary smoke,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:22:43.854957
1442,,Advisor decision for: deploy a tiny app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:23:04.469659
1443,,Advisor decision for: registry test,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:23:23.190321
1444,,Advisor decision for: hello world web,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:23:48.567608
1445,,Advisor decision for: hello world web,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:24:02.243743
1446,,Advisor decision (run 568),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:24:02.250738
1447,,Advisor decision for: hello world web,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:24:14.979219
1448,,Advisor decision for: evaluation memory feedback smoke,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:24:27.470690
1449,,Advisor decision for: hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:24:47.365284
1450,,Advisor decision for: email me at test@example.com with key sk-abc1234567890xxxxx,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:24:59.584354
1451,,Exportable,S,x,0.1,2025-10-30T17:25:20.004425
1452,,Advisor decision for: Write a testable function; add unit tests,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:25:34.409493
1453,,Build FastAPI,web,"fastapi,web",,2025-10-30T17:25:34.451425
1454,,Write CLI,cli,cli,,2025-10-30T17:25:34.457965
1455,,Web App,build app,web,,2025-10-30T17:25:34.481443
1456,,CLI Tool,command line,cli,,2025-10-30T17:25:34.489373
1457,10101,Web app with FastAPI,web api ok,"fastapi,web",0.5,2025-10-30T17:25:34.546216
1458,20202,FastAPI dashboard,dashboard ok,"fastapi,dashboard",0.7,2025-10-30T17:25:34.577204
1459,,Advisor decision for: How to scaffold a repo and add CI,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:25:48.491445
1461,,CLI app,ok,cli,,2025-10-30T17:25:48.885258
1462,,Advisor decision for: plan something,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:26:04.934305
1463,,Advisor decision for: autolearn smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:26:17.453317
1464,,Advisor decision for: autolearn smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:26:40.416630
1465,,Advisor decision (run 569),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:26:40.422631
1466,,Advisor decision for: autolearn smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:26:53.658656
1467,,Advisor decision for: history endpoint smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:27:09.578531
1468,,Advisor decision for: history endpoint smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:27:21.099929
1469,,Advisor decision (run 570),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:27:21.106264
1470,,Advisor decision for: history endpoint smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:27:34.247373
1471,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:27:49.081836
1472,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:28:01.956612
1473,,Advisor decision (run 571),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:28:01.965023
1474,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:28:13.685803
1475,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:28:25.048110
1476,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:28:40.454401
1477,571,create sample app then improve,no-op,"orchestrator,autolearn,create,sample,app,then,improve",,2025-10-30T17:28:47.416402
1478,,Advisor decision for: hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:29:02.151209
1479,,Advisor decision for: retry test goal,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:29:15.167274
1480,,Advisor decision for: retry test goal,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:29:28.595358
1481,,Advisor decision (run 572),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:29:28.600616
1482,,Advisor decision for: create sample app then improve,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:29:46.269437
1483,572,retry test goal,ok,"orchestrator,autolearn,retry,test,goal",,2025-10-30T17:29:47.350118
1484,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:30:00.982178
1485,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:30:13.208570
1486,,Advisor decision (run 573),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:30:13.216338
1487,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:30:26.316339
1488,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:30:43.374835
1489,,Advisor decision for: build a tiny notes API with one POST/GET endpoint,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:30:57.112285
1490,,Advisor decision for: build a minimal hello-world app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:31:09.754203
1491,,Advisor decision for: build a minimal hello-world app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:31:21.002243
1492,,Advisor decision (run 574),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:31:21.008525
1493,,Advisor decision for: build a minimal hello-world app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:31:33.487039
1494,,Advisor decision for: steps+summary check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:31:47.792036
1495,,Advisor decision for: steps+summary check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:32:00.938674
1496,,Advisor decision (run 575),local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:32:00.944679
1497,,Advisor decision for: steps+summary check,local/qwen2.5:1.5b (memory),"advisor_decision,memory",,2025-10-30T17:32:14.768603
1498,,Advisor decision for: Set up a new repo; write README; add CI,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:32:27.657814
1499,,Advisor decision for: Write tests,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:32:40.356544
1500,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:33:49.032499
1501,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:34:11.594980
1502,,Advisor decision (run 576),local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:34:11.601691
1503,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:34:28.207223
1504,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:34:40.823469
1505,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:34:57.471439
1506,,Advisor decision (run 577),local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:34:57.478455
1507,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:35:25.898267
1508,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:35:42.183661
1509,,Advisor decision for: rerun smoke,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:35:58.322160
1510,,Advisor decision for: export test,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:36:18.379108
1511,,Advisor decision for: export test,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:36:30.090959
1512,,Advisor decision (run 578),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:36:30.098428
1513,,Advisor decision for: export test,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:36:44.912592
1514,,Advisor decision for: write python code then test it,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:37:02.111027
1515,,Advisor decision for: hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:37:15.004883
1516,,Advisor decision for: create a tiny script and print hello,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:37:28.983480
1517,,Advisor decision for: halt after failure,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:37:41.438113
1518,,Advisor decision for: halt after failure,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:37:56.448036
1519,,Advisor decision (run 579),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:37:56.455537
1520,,Advisor decision for: ws runs,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:38:13.499515
1521,,Advisor decision for: ws runs,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:38:26.731043
1522,,Advisor decision (run 580),local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:38:26.739401
1523,,Advisor decision for: ws runs,local/phi3:mini (executor),"advisor_decision,executor",,2025-10-30T17:38:40.276670
1524,,Advisor decision for: ws logs,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:38:53.076033
1525,,Advisor decision for: ws logs,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:39:13.407577
1526,,Advisor decision (run 581),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:39:13.413069
1527,,Advisor decision for: ws logs,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:39:26.263831
1528,,Advisor decision for: build fastapi app,openai/gpt-4o (strategist),"advisor_decision,strategist",,2025-10-30T17:40:03.582366
1529,,Advisor decision for: build fastapi app,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:40:27.438855
1530,,Advisor decision for: build fastapi app,openai/gpt-4o (strategist),"advisor_decision,strategist",,2025-10-30T17:40:27.939569
1531,,Advisor decision for: analytics smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:40:40.803703
1532,,Advisor decision for: analytics smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:40:54.044498
1533,,Advisor decision (run 582),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:40:54.047499
1534,,Advisor decision for: analytics smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:41:09.467888
1535,,Advisor decision for: feedback smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:41:21.958258
1536,,Advisor decision for: feedback smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:41:39.195077
1537,,Advisor decision (run 583),local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:41:39.200492
1538,,Advisor decision for: feedback smoke,local/llama3.1:8b (strategist),"advisor_decision,strategist",,2025-10-30T17:41:51.537196
1539,,bridge_chat session=conv-1,"JoJo Bridge (mock):
You said: Please remember my project path C:/Users/Alice/Dev/secret

Context considered:
[1425] JoJo Bridge (mock):
You said: Summarize this: FastAPI is great.

Context considered:
[1424] JoJo Bridge (mock):
You said: my openai key is sk-ABCDEF1234567890XYZ and home C:\Users\Bob\Docs

Context considered:
[1423] JoJo Bridge (mock):
You said: hello world

Context considered:
[142","bridge,chat,gpt-5",,2025-10-30T17:41:51.626291
1540,,bridge_chat session=conv-ctx,"JoJo Bridge (mock):
You said: fastapi memory context

Context considered:
[1497] local/qwen2.5:1.5b (memory)
[1496] local/qwen2.5:1.5b (memory)
[1495] local/qwen2.5:1.5b (memory)
[1494] local/qwen2.5:1.5b (memory)
[1458] dashboard ok","bridge,chat,gpt-5",,2025-10-30T17:41:51.682511
1541,,bridge_chat session=conv-2,"JoJo Bridge (mock):
You said: hello world

Context considered:
[1539] JoJo Bridge (mock):
You said: Please remember my project path C:/Users/Alice/Dev/secret

Context considered:
[1425] JoJo Bridge (mock):
You said: Summarize this: FastAPI is great.

Context considered:
[1424] JoJo Bridge (mock):
You said: my openai key is sk-ABCDEF1234567890XYZ and home C:\Users\Bob\Docs

Context considered:
[142","bridge,chat,gpt-5",,2025-10-30T17:41:51.724954
